Year;Month;Anomaly Monthly TWAT;Unc. Monthly TWAT;Anomaly Annual TWAT;Unc. Annual TWAT;Anomaly Five-year TWAT;Unc. Five-year TWAT;Anomaly Ten-year TWAT;Unc. Ten-year TWAT;Anomaly Twenty-year TWAT;Unc. Twenty-year TWAT
1873;3;-0.272;0.199;-0.265;0.112;-0.300;0.077;-0.229;0.078;-0.231;0.082
1873;4;-0.392;0.226;-0.269;0.110;-0.297;0.076;-0.225;0.078;-0.231;0.082
1873;5;-0.273;0.188;-0.265;0.107;-0.301;0.076;-0.225;0.078;-0.231;0.082
1873;6;-0.211;0.169;-0.248;0.104;-0.299;0.075;-0.224;0.077;-0.230;0.081
1873;7;-0.171;0.128;-0.243;0.097;-0.297;0.075;-0.223;0.077;-0.230;0.081
1873;8;-0.146;0.141;-0.261;0.093;-0.292;0.076;-0.222;0.077;-0.230;0.081
1873;9;-0.349;0.145;-0.294;0.091;-0.293;0.075;-0.221;0.077;-0.229;0.080
1873;10;-0.260;0.171;-0.292;0.087;-0.296;0.075;-0.222;0.077;-0.229;0.080
1873;11;-0.321;0.166;-0.291;0.086;-0.300;0.075;-0.220;0.077;-0.229;0.080
1873;12;-0.228;0.157;-0.301;0.085;-0.301;0.074;-0.220;0.076;-0.228;0.079
1874;1;-0.210;0.192;-0.310;0.084;-0.301;0.073;-0.220;0.075;-0.227;0.079
1874;2;-0.300;0.170;-0.313;0.084;-0.302;0.073;-0.222;0.075;-0.226;0.079
1874;3;-0.665;0.155;-0.300;0.083;-0.302;0.073;-0.219;0.074;-0.226;0.078
1874;4;-0.367;0.141;-0.306;0.083;-0.302;0.072;-0.219;0.074;-0.227;0.078
1874;5;-0.270;0.202;-0.313;0.084;-0.301;0.073;-0.220;0.073;-0.229;0.078
1874;6;-0.327;0.143;-0.322;0.085;-0.304;0.073;-0.219;0.073;-0.230;0.077
1874;7;-0.276;0.140;-0.343;0.084;-0.299;0.071;-0.219;0.073;-0.231;0.077
1874;8;-0.188;0.135;-0.348;0.084;-0.293;0.073;-0.220;0.073;-0.232;0.077
1874;9;-0.188;0.136;-0.329;0.084;-0.286;0.073;-0.221;0.073;-0.232;0.077
1874;10;-0.334;0.160;-0.326;0.083;-0.282;0.073;-0.220;0.073;-0.232;0.077
1874;11;-0.404;0.175;-0.325;0.081;-0.280;0.072;-0.221;0.073;-0.233;0.077
1874;12;-0.331;0.172;-0.320;0.081;-0.277;0.072;-0.222;0.072;-0.233;0.077
1875;1;-0.463;0.174;-0.315;0.080;-0.273;0.071;-0.222;0.072;-0.236;0.077
1875;2;-0.358;0.177;-0.319;0.080;-0.268;0.072;-0.223;0.072;-0.237;0.076
1875;3;-0.437;0.137;-0.323;0.081;-0.263;0.072;-0.222;0.072;-0.237;0.076
1875;4;-0.336;0.140;-0.310;0.079;-0.257;0.071;-0.223;0.073;-0.237;0.076
1875;5;-0.260;0.146;-0.318;0.081;-0.247;0.071;-0.224;0.073;-0.238;0.076
1875;6;-0.269;0.151;-0.326;0.083;-0.241;0.072;-0.225;0.073;-0.240;0.075
1875;7;-0.217;0.124;-0.319;0.083;-0.236;0.072;-0.227;0.073;-0.240;0.075
1875;8;-0.230;0.146;-0.311;0.086;-0.228;0.073;-0.226;0.072;-0.241;0.075
1875;9;-0.238;0.140;-0.299;0.086;-0.216;0.072;-0.228;0.072;-0.242;0.074
1875;10;-0.176;0.125;-0.292;0.089;-0.205;0.072;-0.228;0.072;-0.242;0.074
1875;11;-0.499;0.170;-0.312;0.088;-0.201;0.072;-0.227;0.072;-0.243;0.074
1875;12;-0.431;0.170;-0.316;0.088;-0.196;0.072;-0.224;0.072;-0.242;0.073
1876;1;-0.378;0.197;-0.311;0.088;-0.192;0.072;-0.221;0.072;-0.244;0.073
1876;2;-0.258;0.204;-0.315;0.090;-0.189;0.073;-0.218;0.072;-0.245;0.072
1876;3;-0.301;0.163;-0.326;0.092;-0.184;0.073;-0.217;0.072;-0.246;0.072
1876;4;-0.252;0.164;-0.334;0.092;-0.182;0.073;-0.216;0.072;-0.245;0.071
1876;5;-0.493;0.139;-0.328;0.093;-0.176;0.073;-0.215;0.071;-0.245;0.071
1876;6;-0.315;0.121;-0.336;0.096;-0.175;0.074;-0.216;0.071;-0.246;0.071
1876;7;-0.163;0.131;-0.320;0.100;-0.175;0.075;-0.216;0.071;-0.248;0.071
1876;8;-0.277;0.150;-0.303;0.102;-0.173;0.075;-0.216;0.071;-0.249;0.071
1876;9;-0.364;0.148;-0.274;0.101;-0.163;0.076;-0.215;0.070;-0.250;0.070
1876;10;-0.280;0.124;-0.262;0.100;-0.161;0.076;-0.215;0.070;-0.251;0.070
1876;11;-0.423;0.147;-0.228;0.102;-0.161;0.075;-0.214;0.070;-0.253;0.070
1876;12;-0.525;0.161;-0.207;0.100;-0.159;0.075;-0.212;0.070;-0.255;0.069
1877;1;-0.187;0.230;-0.184;0.101;-0.158;0.075;-0.208;0.069;-0.258;0.069
1877;2;-0.051;0.240;-0.144;0.100;-0.158;0.076;-0.204;0.070;-0.259;0.069
1877;3;0.036;0.157;-0.101;0.097;-0.160;0.076;-0.202;0.069;-0.260;0.068
1877;4;-0.102;0.145;-0.065;0.098;-0.156;0.076;-0.201;0.069;-0.261;0.068
1877;5;-0.090;0.173;-0.012;0.096;-0.154;0.076;-0.202;0.069;-0.261;0.068
1877;6;-0.064;0.153;0.027;0.098;-0.156;0.076;-0.202;0.069;-0.263;0.067
1877;7;0.121;0.131;0.042;0.099;-0.154;0.077;-0.204;0.068;-0.263;0.067
1877;8;0.206;0.141;0.080;0.099;-0.155;0.077;-0.205;0.069;-0.264;0.067
1877;9;0.144;0.130;0.118;0.101;-0.153;0.078;-0.205;0.069;-0.265;0.067
1877;10;0.150;0.130;0.149;0.100;-0.152;0.079;-0.206;0.068;-0.267;0.066
1877;11;0.215;0.149;0.152;0.098;-0.152;0.079;-0.206;0.068;-0.269;0.066
1877;12;-0.058;0.186;0.163;0.105;-0.153;0.079;-0.207;0.068;-0.270;0.066
1878;1;-0.002;0.255;0.158;0.110;-0.154;0.079;-0.208;0.068;-0.270;0.066
1878;2;0.402;0.231;0.145;0.115;-0.154;0.079;-0.211;0.068;-0.269;0.066
1878;3;0.494;0.166;0.128;0.115;-0.156;0.080;-0.210;0.067;-0.270;0.065
1878;4;0.275;0.138;0.108;0.117;-0.158;0.080;-0.209;0.067;-0.271;0.065
1878;5;-0.059;0.143;0.091;0.119;-0.153;0.080;-0.209;0.067;-0.272;0.065
1878;6;0.067;0.144;0.081;0.119;-0.149;0.080;-0.208;0.067;-0.273;0.065
1878;7;0.068;0.151;0.066;0.112;-0.145;0.079;-0.209;0.067;-0.274;0.065
1878;8;0.049;0.163;0.018;0.105;-0.144;0.079;-0.211;0.067;-0.275;0.065
1878;9;-0.061;0.138;-0.031;0.103;-0.140;0.079;-0.211;0.067;-0.275;0.065
1878;10;-0.096;0.148;-0.075;0.102;-0.136;0.078;-0.211;0.066;-0.276;0.064
1878;11;0.010;0.163;-0.090;0.099;-0.130;0.078;-0.212;0.066;-0.275;0.064
1878;12;-0.175;0.180;-0.113;0.097;-0.131;0.078;-0.212;0.066;-0.275;0.064
1879;1;-0.179;0.178;-0.136;0.095;-0.131;0.078;-0.212;0.067;-0.275;0.063
1879;2;-0.175;0.176;-0.160;0.093;-0.129;0.078;-0.211;0.067;-0.274;0.063
1879;3;-0.091;0.159;-0.178;0.093;-0.128;0.078;-0.209;0.067;-0.272;0.063
1879;4;-0.252;0.125;-0.180;0.092;-0.128;0.077;-0.210;0.067;-0.271;0.063
1879;5;-0.250;0.129;-0.202;0.090;-0.127;0.077;-0.212;0.067;-0.271;0.062
1879;6;-0.200;0.132;-0.224;0.085;-0.121;0.077;-0.214;0.067;-0.271;0.062
1879;7;-0.218;0.129;-0.239;0.086;-0.116;0.076;-0.216;0.067;-0.271;0.062
1879;8;-0.234;0.158;-0.260;0.090;-0.115;0.076;-0.218;0.067;-0.271;0.062
1879;9;-0.277;0.136;-0.276;0.091;-0.118;0.075;-0.221;0.067;-0.272;0.062
1879;10;-0.119;0.136;-0.282;0.095;-0.120;0.074;-0.221;0.066;-0.272;0.062
1879;11;-0.254;0.138;-0.282;0.093;-0.123;0.074;-0.223;0.066;-0.273;0.062
1879;12;-0.444;0.146;-0.293;0.091;-0.127;0.074;-0.224;0.066;-0.273;0.062
1880;1;-0.350;0.185;-0.297;0.091;-0.135;0.074;-0.225;0.066;-0.274;0.062
1880;2;-0.437;0.186;-0.295;0.088;-0.142;0.074;-0.226;0.067;-0.274;0.062
1880;3;-0.283;0.175;-0.302;0.088;-0.148;0.074;-0.225;0.066;-0.275;0.062
1880;4;-0.316;0.160;-0.319;0.087;-0.155;0.074;-0.226;0.067;-0.275;0.062
1880;5;-0.257;0.125;-0.314;0.086;-0.165;0.073;-0.229;0.067;-0.276;0.062
1880;6;-0.325;0.126;-0.294;0.091;-0.173;0.073;-0.231;0.067;-0.278;0.062
1880;7;-0.264;0.129;-0.276;0.088;-0.179;0.071;-0.232;0.067;-0.279;0.062
1880;8;-0.217;0.136;-0.254;0.088;-0.193;0.070;-0.234;0.067;-0.280;0.062
1880;9;-0.355;0.138;-0.237;0.086;-0.204;0.069;-0.235;0.067;-0.281;0.062
1880;10;-0.328;0.114;-0.213;0.083;-0.213;0.069;-0.236;0.067;-0.281;0.062
1880;11;-0.187;0.134;-0.202;0.085;-0.217;0.069;-0.235;0.067;-0.282;0.062
1880;12;-0.213;0.165;-0.204;0.084;-0.220;0.068;-0.233;0.067;-0.281;0.062
1881;1;-0.126;0.182;-0.196;0.083;-0.226;0.068;-0.234;0.067;-0.281;0.062
1881;2;-0.174;0.166;-0.192;0.083;-0.232;0.068;-0.237;0.066;-0.281;0.063
1881;3;-0.079;0.156;-0.187;0.081;-0.237;0.067;-0.239;0.066;-0.281;0.062
1881;4;-0.028;0.129;-0.183;0.081;-0.240;0.067;-0.240;0.066;-0.282;0.062
1881;5;-0.127;0.133;-0.196;0.082;-0.247;0.066;-0.238;0.066;-0.282;0.062
1881;6;-0.346;0.122;-0.196;0.083;-0.249;0.066;-0.239;0.066;-0.283;0.062
1881;7;-0.170;0.120;-0.175;0.082;-0.249;0.066;-0.241;0.066;-0.283;0.062
1881;8;-0.167;0.133;-0.158;0.084;-0.249;0.066;-0.242;0.066;-0.284;0.062
1881;9;-0.298;0.118;-0.162;0.082;-0.255;0.066;-0.243;0.066;-0.283;0.062
1881;10;-0.279;0.112;-0.182;0.082;-0.259;0.066;-0.245;0.066;-0.283;0.062
1881;11;-0.346;0.125;-0.193;0.081;-0.264;0.066;-0.245;0.066;-0.283;0.062
1881;12;-0.206;0.166;-0.191;0.081;-0.269;0.066;-0.244;0.065;-0.282;0.062
1882;1;0.117;0.148;-0.205;0.082;-0.274;0.066;-0.250;0.065;-0.281;0.062
1882;2;0.028;0.174;-0.209;0.081;-0.278;0.065;-0.255;0.065;-0.280;0.062
1882;3;-0.126;0.122;-0.200;0.083;-0.281;0.065;-0.259;0.064;-0.280;0.062
1882;4;-0.259;0.119;-0.203;0.082;-0.287;0.065;-0.261;0.064;-0.281;0.062
1882;5;-0.260;0.125;-0.205;0.082;-0.292;0.064;-0.264;0.064;-0.282;0.062
1882;6;-0.325;0.118;-0.230;0.081;-0.291;0.065;-0.267;0.064;-0.282;0.062
1882;7;-0.340;0.121;-0.272;0.081;-0.296;0.065;-0.271;0.064;-0.283;0.062
1882;8;-0.213;0.130;-0.309;0.082;-0.296;0.065;-0.277;0.065;-0.285;0.062
1882;9;-0.186;0.124;-0.312;0.081;-0.298;0.064;-0.282;0.065;-0.285;0.062
1882;10;-0.321;0.106;-0.316;0.080;-0.300;0.064;-0.286;0.064;-0.286;0.062
1882;11;-0.365;0.126;-0.316;0.080;-0.305;0.065;-0.291;0.064;-0.287;0.062
1882;12;-0.504;0.171;-0.302;0.080;-0.309;0.065;-0.293;0.064;-0.288;0.062
1883;1;-0.392;0.175;-0.296;0.081;-0.310;0.065;-0.296;0.063;-0.290;0.062
1883;2;-0.410;0.182;-0.306;0.081;-0.314;0.066;-0.304;0.063;-0.292;0.062
1883;3;-0.168;0.130;-0.319;0.081;-0.315;0.066;-0.311;0.063;-0.292;0.062
1883;4;-0.310;0.144;-0.316;0.080;-0.314;0.066;-0.316;0.063;-0.292;0.062
1883;5;-0.252;0.126;-0.321;0.081;-0.317;0.066;-0.319;0.063;-0.293;0.061
1883;6;-0.157;0.121;-0.299;0.079;-0.316;0.065;-0.322;0.063;-0.293;0.061
1883;7;-0.268;0.129;-0.283;0.078;-0.323;0.066;-0.325;0.063;-0.293;0.061
1883;8;-0.338;0.145;-0.263;0.079;-0.330;0.065;-0.327;0.063;-0.294;0.061
1883;9;-0.337;0.116;-0.290;0.080;-0.337;0.066;-0.329;0.063;-0.294;0.061
1883;10;-0.286;0.100;-0.305;0.079;-0.343;0.067;-0.329;0.062;-0.294;0.061
1883;11;-0.424;0.138;-0.327;0.078;-0.346;0.067;-0.331;0.062;-0.294;0.061
1883;12;-0.243;0.128;-0.356;0.078;-0.348;0.067;-0.330;0.062;-0.294;0.061
1884;1;-0.205;0.155;-0.377;0.078;-0.350;0.067;-0.329;0.062;-0.295;0.061
1884;2;-0.171;0.143;-0.387;0.078;-0.355;0.067;-0.326;0.062;-0.296;0.062
1884;3;-0.484;0.129;-0.400;0.077;-0.358;0.068;-0.325;0.062;-0.294;0.062
1884;4;-0.492;0.122;-0.412;0.078;-0.361;0.068;-0.323;0.062;-0.295;0.062
1884;5;-0.524;0.123;-0.423;0.076;-0.364;0.068;-0.322;0.062;-0.296;0.061
1884;6;-0.496;0.116;-0.439;0.077;-0.367;0.068;-0.322;0.062;-0.296;0.062
1884;7;-0.523;0.128;-0.474;0.080;-0.383;0.068;-0.322;0.062;-0.296;0.062
1884;8;-0.456;0.132;-0.496;0.081;-0.395;0.068;-0.322;0.062;-0.297;0.062
1884;9;-0.491;0.117;-0.487;0.082;-0.400;0.069;-0.323;0.062;-0.297;0.062
1884;10;-0.436;0.102;-0.487;0.084;-0.402;0.069;-0.324;0.062;-0.297;0.062
1884;11;-0.559;0.129;-0.488;0.087;-0.405;0.069;-0.326;0.062;-0.296;0.062
1884;12;-0.427;0.128;-0.492;0.091;-0.407;0.068;-0.324;0.062;-0.296;0.062
1885;1;-0.627;0.184;-0.477;0.092;-0.407;0.069;-0.325;0.062;-0.296;0.062
1885;2;-0.435;0.159;-0.475;0.092;-0.412;0.069;-0.325;0.062;-0.297;0.062
1885;3;-0.380;0.133;-0.468;0.093;-0.416;0.069;-0.327;0.063;-0.297;0.062
1885;4;-0.490;0.148;-0.459;0.094;-0.417;0.069;-0.327;0.063;-0.296;0.062
1885;5;-0.539;0.146;-0.440;0.094;-0.417;0.069;-0.329;0.063;-0.296;0.062
1885;6;-0.539;0.143;-0.417;0.096;-0.414;0.068;-0.330;0.063;-0.297;0.062
1885;7;-0.347;0.130;-0.409;0.094;-0.414;0.068;-0.332;0.064;-0.297;0.063
1885;8;-0.425;0.137;-0.423;0.094;-0.415;0.068;-0.333;0.064;-0.297;0.063
1885;9;-0.415;0.114;-0.435;0.097;-0.419;0.068;-0.334;0.064;-0.297;0.063
1885;10;-0.321;0.117;-0.424;0.095;-0.419;0.069;-0.334;0.064;-0.297;0.063
1885;11;-0.338;0.119;-0.406;0.095;-0.421;0.069;-0.338;0.064;-0.296;0.063
1885;12;-0.146;0.140;-0.399;0.091;-0.423;0.070;-0.339;0.064;-0.295;0.063
1886;1;-0.538;0.143;-0.397;0.089;-0.423;0.070;-0.342;0.064;-0.294;0.063
1886;2;-0.602;0.140;-0.399;0.089;-0.423;0.070;-0.344;0.064;-0.294;0.063
1886;3;-0.517;0.160;-0.405;0.090;-0.422;0.070;-0.346;0.064;-0.294;0.063
1886;4;-0.361;0.137;-0.416;0.091;-0.419;0.070;-0.348;0.064;-0.295;0.062
1886;5;-0.320;0.149;-0.432;0.093;-0.414;0.070;-0.349;0.065;-0.294;0.063
1886;6;-0.460;0.103;-0.449;0.092;-0.411;0.069;-0.349;0.065;-0.293;0.063
1886;7;-0.326;0.138;-0.478;0.094;-0.410;0.069;-0.351;0.065;-0.293;0.063
1886;8;-0.444;0.130;-0.482;0.093;-0.404;0.069;-0.352;0.065;-0.292;0.063
1886;9;-0.490;0.122;-0.478;0.091;-0.395;0.069;-0.351;0.065;-0.292;0.063
1886;10;-0.453;0.130;-0.476;0.090;-0.386;0.069;-0.352;0.065;-0.291;0.063
1886;11;-0.520;0.143;-0.486;0.087;-0.380;0.069;-0.352;0.065;-0.290;0.063
1886;12;-0.354;0.129;-0.488;0.086;-0.376;0.069;-0.352;0.065;-0.288;0.063
1887;1;-0.883;0.181;-0.490;0.086;-0.370;0.069;-0.355;0.066;-0.288;0.063
1887;2;-0.656;0.147;-0.495;0.085;-0.367;0.069;-0.356;0.065;-0.289;0.062
1887;3;-0.468;0.138;-0.487;0.083;-0.364;0.069;-0.359;0.065;-0.290;0.062
1887;4;-0.338;0.116;-0.483;0.081;-0.362;0.069;-0.360;0.066;-0.290;0.062
1887;5;-0.439;0.132;-0.468;0.080;-0.360;0.069;-0.361;0.066;-0.290;0.062
1887;6;-0.485;0.122;-0.467;0.080;-0.358;0.069;-0.361;0.066;-0.290;0.063
1887;7;-0.344;0.123;-0.424;0.076;-0.354;0.069;-0.362;0.066;-0.292;0.063
1887;8;-0.504;0.129;-0.409;0.075;-0.354;0.069;-0.364;0.066;-0.293;0.063
1887;9;-0.399;0.115;-0.406;0.075;-0.356;0.070;-0.366;0.066;-0.295;0.063
1887;10;-0.410;0.104;-0.404;0.076;-0.354;0.070;-0.366;0.066;-0.297;0.063
1887;11;-0.339;0.109;-0.395;0.076;-0.353;0.069;-0.368;0.066;-0.299;0.063
1887;12;-0.342;0.127;-0.381;0.078;-0.352;0.069;-0.368;0.066;-0.300;0.063
1888;1;-0.364;0.143;-0.375;0.077;-0.353;0.069;-0.372;0.066;-0.301;0.062
1888;2;-0.472;0.129;-0.357;0.078;-0.353;0.069;-0.373;0.066;-0.304;0.062
1888;3;-0.440;0.122;-0.349;0.078;-0.354;0.069;-0.375;0.066;-0.309;0.062
1888;4;-0.311;0.139;-0.323;0.076;-0.354;0.069;-0.375;0.066;-0.312;0.062
1888;5;-0.332;0.119;-0.306;0.078;-0.358;0.069;-0.377;0.066;-0.313;0.062
1888;6;-0.318;0.139;-0.286;0.076;-0.362;0.069;-0.378;0.066;-0.315;0.063
1888;7;-0.272;0.127;-0.264;0.076;-0.361;0.069;-0.377;0.067;-0.316;0.063
1888;8;-0.290;0.132;-0.208;0.076;-0.359;0.069;-0.377;0.067;-0.318;0.063
1888;9;-0.294;0.113;-0.169;0.077;-0.355;0.069;-0.377;0.067;-0.320;0.063
1888;10;-0.108;0.108;-0.140;0.075;-0.354;0.068;-0.376;0.067;-0.321;0.063
1888;11;-0.135;0.123;-0.126;0.074;-0.353;0.068;-0.376;0.067;-0.323;0.063
1888;12;-0.093;0.127;-0.118;0.074;-0.351;0.068;-0.377;0.067;-0.324;0.063
1889;1;-0.105;0.121;-0.109;0.076;-0.351;0.069;-0.379;0.067;-0.324;0.063
1889;2;0.207;0.148;-0.108;0.076;-0.348;0.069;-0.381;0.067;-0.325;0.063
1889;3;0.018;0.119;-0.113;0.078;-0.344;0.069;-0.380;0.067;-0.326;0.063
1889;4;0.042;0.114;-0.130;0.079;-0.342;0.069;-0.380;0.066;-0.326;0.063
1889;5;-0.170;0.116;-0.152;0.079;-0.341;0.069;-0.379;0.066;-0.326;0.063
1889;6;-0.219;0.105;-0.169;0.081;-0.337;0.069;-0.378;0.066;-0.327;0.063
1889;7;-0.164;0.126;-0.196;0.083;-0.326;0.069;-0.377;0.067;-0.327;0.063
1889;8;-0.274;0.128;-0.247;0.083;-0.318;0.068;-0.375;0.067;-0.327;0.063
1889;9;-0.356;0.111;-0.293;0.084;-0.318;0.068;-0.373;0.067;-0.326;0.064
1889;10;-0.308;0.108;-0.327;0.087;-0.319;0.069;-0.372;0.067;-0.326;0.064
1889;11;-0.401;0.119;-0.353;0.089;-0.318;0.069;-0.370;0.067;-0.325;0.064
1889;12;-0.297;0.132;-0.372;0.091;-0.315;0.069;-0.369;0.067;-0.325;0.064
1890;1;-0.426;0.150;-0.393;0.090;-0.317;0.069;-0.368;0.067;-0.325;0.064
1890;2;-0.405;0.140;-0.407;0.090;-0.316;0.070;-0.368;0.067;-0.323;0.064
1890;3;-0.539;0.142;-0.414;0.090;-0.316;0.070;-0.368;0.067;-0.322;0.064
1890;4;-0.371;0.146;-0.416;0.090;-0.314;0.070;-0.366;0.067;-0.321;0.064
1890;5;-0.473;0.150;-0.432;0.091;-0.319;0.070;-0.364;0.066;-0.321;0.064
1890;6;-0.455;0.133;-0.439;0.091;-0.323;0.070;-0.362;0.066;-0.320;0.064
1890;7;-0.416;0.128;-0.442;0.091;-0.330;0.071;-0.361;0.066;-0.320;0.064
1890;8;-0.437;0.130;-0.451;0.093;-0.332;0.071;-0.360;0.067;-0.320;0.064
1890;9;-0.443;0.117;-0.427;0.091;-0.330;0.071;-0.359;0.067;-0.319;0.064
1890;10;-0.333;0.107;-0.422;0.088;-0.331;0.070;-0.358;0.067;-0.317;0.064
1890;11;-0.589;0.128;-0.404;0.088;-0.333;0.071;-0.357;0.067;-0.318;0.064
1890;12;-0.378;0.118;-0.395;0.087;-0.333;0.071;-0.357;0.067;-0.317;0.064
1891;1;-0.471;0.134;-0.386;0.086;-0.331;0.071;-0.354;0.067;-0.317;0.065
1891;2;-0.503;0.147;-0.374;0.086;-0.331;0.071;-0.351;0.067;-0.317;0.065
1891;3;-0.252;0.140;-0.358;0.085;-0.332;0.071;-0.350;0.066;-0.317;0.065
1891;4;-0.313;0.119;-0.358;0.086;-0.334;0.071;-0.350;0.066;-0.317;0.065
1891;5;-0.255;0.125;-0.346;0.086;-0.337;0.071;-0.349;0.066;-0.318;0.065
1891;6;-0.351;0.121;-0.323;0.086;-0.342;0.071;-0.347;0.067;-0.317;0.065
1891;7;-0.308;0.132;-0.305;0.085;-0.348;0.072;-0.345;0.067;-0.318;0.065
1891;8;-0.292;0.135;-0.276;0.083;-0.358;0.071;-0.342;0.067;-0.318;0.065
1891;9;-0.255;0.112;-0.292;0.082;-0.364;0.071;-0.340;0.067;-0.318;0.065
1891;10;-0.332;0.107;-0.302;0.083;-0.373;0.071;-0.337;0.067;-0.318;0.065
1891;11;-0.439;0.119;-0.313;0.083;-0.377;0.071;-0.335;0.067;-0.318;0.065
1891;12;-0.107;0.116;-0.310;0.083;-0.381;0.071;-0.332;0.067;-0.318;0.065
1892;1;-0.254;0.115;-0.321;0.083;-0.383;0.071;-0.326;0.067;-0.320;0.065
1892;2;-0.158;0.116;-0.333;0.083;-0.383;0.071;-0.323;0.067;-0.320;0.065
1892;3;-0.445;0.110;-0.344;0.082;-0.383;0.071;-0.321;0.067;-0.321;0.066
1892;4;-0.434;0.125;-0.341;0.083;-0.381;0.071;-0.319;0.067;-0.322;0.066
1892;5;-0.387;0.137;-0.361;0.082;-0.381;0.071;-0.316;0.068;-0.322;0.066
1892;6;-0.310;0.120;-0.397;0.083;-0.381;0.072;-0.313;0.068;-0.322;0.066
1892;7;-0.445;0.124;-0.444;0.083;-0.381;0.072;-0.312;0.068;-0.322;0.066
1892;8;-0.426;0.128;-0.480;0.084;-0.382;0.072;-0.310;0.068;-0.323;0.066
1892;9;-0.386;0.109;-0.470;0.084;-0.380;0.072;-0.309;0.068;-0.324;0.066
1892;10;-0.307;0.113;-0.465;0.083;-0.378;0.071;-0.307;0.068;-0.324;0.066
1892;11;-0.672;0.109;-0.467;0.083;-0.375;0.071;-0.307;0.068;-0.325;0.066
1892;12;-0.536;0.134;-0.467;0.082;-0.372;0.071;-0.307;0.068;-0.325;0.066
1893;1;-0.828;0.127;-0.446;0.082;-0.369;0.071;-0.305;0.068;-0.324;0.066
1893;2;-0.582;0.132;-0.433;0.083;-0.367;0.072;-0.304;0.069;-0.323;0.066
1893;3;-0.324;0.112;-0.430;0.082;-0.365;0.071;-0.306;0.069;-0.324;0.066
1893;4;-0.375;0.114;-0.425;0.082;-0.363;0.072;-0.307;0.069;-0.325;0.066
1893;5;-0.411;0.132;-0.396;0.083;-0.356;0.071;-0.308;0.069;-0.326;0.066
1893;6;-0.312;0.118;-0.382;0.081;-0.352;0.072;-0.307;0.069;-0.327;0.066
1893;7;-0.191;0.126;-0.355;0.079;-0.347;0.072;-0.308;0.069;-0.328;0.067
1893;8;-0.270;0.126;-0.335;0.078;-0.342;0.071;-0.309;0.069;-0.329;0.067
1893;9;-0.349;0.106;-0.338;0.079;-0.345;0.071;-0.310;0.069;-0.330;0.067
1893;10;-0.247;0.113;-0.348;0.079;-0.346;0.071;-0.313;0.069;-0.332;0.067
1893;11;-0.322;0.109;-0.348;0.078;-0.346;0.071;-0.316;0.069;-0.332;0.067
1893;12;-0.374;0.110;-0.361;0.078;-0.342;0.071;-0.318;0.070;-0.333;0.067
1894;1;-0.497;0.124;-0.370;0.079;-0.340;0.071;-0.319;0.070;-0.335;0.067
1894;2;-0.351;0.121;-0.370;0.079;-0.337;0.071;-0.324;0.070;-0.337;0.067
1894;3;-0.355;0.128;-0.367;0.079;-0.336;0.071;-0.328;0.070;-0.338;0.067
1894;4;-0.494;0.112;-0.366;0.079;-0.332;0.071;-0.330;0.070;-0.338;0.067
1894;5;-0.420;0.120;-0.369;0.079;-0.328;0.071;-0.330;0.070;-0.338;0.067
1894;6;-0.464;0.114;-0.364;0.080;-0.328;0.071;-0.332;0.070;-0.338;0.067
1894;7;-0.293;0.128;-0.360;0.081;-0.327;0.071;-0.333;0.070;-0.338;0.067
1894;8;-0.270;0.132;-0.367;0.082;-0.327;0.071;-0.332;0.070;-0.338;0.068
1894;9;-0.316;0.113;-0.372;0.082;-0.325;0.071;-0.330;0.070;-0.339;0.068
1894;10;-0.235;0.105;-0.351;0.082;-0.318;0.071;-0.328;0.070;-0.339;0.068
1894;11;-0.355;0.101;-0.344;0.083;-0.313;0.072;-0.325;0.070;-0.338;0.068
1894;12;-0.325;0.122;-0.329;0.083;-0.311;0.072;-0.325;0.070;-0.337;0.068
1895;1;-0.447;0.111;-0.324;0.084;-0.307;0.072;-0.324;0.070;-0.336;0.068
1895;2;-0.431;0.119;-0.326;0.084;-0.304;0.072;-0.321;0.070;-0.337;0.068
1895;3;-0.411;0.109;-0.326;0.084;-0.302;0.072;-0.317;0.070;-0.337;0.068
1895;4;-0.253;0.124;-0.325;0.084;-0.300;0.071;-0.315;0.070;-0.336;0.068
1895;5;-0.330;0.126;-0.309;0.085;-0.294;0.072;-0.312;0.070;-0.335;0.068
1895;6;-0.285;0.115;-0.296;0.085;-0.291;0.072;-0.310;0.070;-0.335;0.068
1895;7;-0.230;0.137;-0.272;0.084;-0.279;0.071;-0.308;0.070;-0.335;0.068
1895;8;-0.293;0.135;-0.252;0.083;-0.277;0.072;-0.306;0.070;-0.334;0.068
1895;9;-0.325;0.110;-0.251;0.083;-0.282;0.072;-0.304;0.070;-0.334;0.068
1895;10;-0.216;0.103;-0.261;0.083;-0.283;0.072;-0.301;0.071;-0.334;0.068
1895;11;-0.160;0.102;-0.255;0.083;-0.283;0.072;-0.298;0.071;-0.333;0.069
1895;12;-0.173;0.125;-0.245;0.084;-0.282;0.072;-0.295;0.071;-0.334;0.069
1896;1;-0.161;0.113;-0.237;0.083;-0.285;0.073;-0.293;0.071;-0.333;0.069
1896;2;-0.188;0.110;-0.222;0.082;-0.287;0.073;-0.290;0.071;-0.331;0.069
1896;3;-0.404;0.101;-0.211;0.083;-0.288;0.073;-0.289;0.071;-0.330;0.069
