Year;Month;Anomaly Monthly TMIN;Unc. Monthly TMIN;Anomaly Annual TMIN;Unc. Annual TMIN;Anomaly Five-year TMIN;Unc. Five-year TMIN;Anomaly Ten-year TMIN;Unc. Ten-year TMIN;Anomaly Twenty-year TMIN;Unc. Twenty-year TMIN
1872;11;-1.136;1.158;-0.971;0.649;-0.976;0.430;-0.958;0.324;-0.822;0.287
1872;12;-1.831;1.147;-1.032;0.634;-0.994;0.436;-0.922;0.320;-0.825;0.287
1873;1;-1.015;1.176;-1.030;0.597;-1.007;0.436;-0.910;0.319;-0.836;0.288
1873;2;-1.550;1.186;-1.015;0.545;-1.007;0.438;-0.885;0.317;-0.844;0.288
1873;3;-0.990;0.959;-1.053;0.517;-1.012;0.443;-0.873;0.317;-0.848;0.288
1873;4;-1.347;0.741;-1.110;0.503;-1.020;0.445;-0.855;0.316;-0.848;0.289
1873;5;-0.993;0.564;-1.139;0.452;-1.056;0.448;-0.851;0.317;-0.850;0.290
1873;6;-0.889;0.591;-1.086;0.452;-1.052;0.454;-0.844;0.319;-0.850;0.291
1873;7;-0.632;0.550;-1.067;0.449;-1.059;0.458;-0.845;0.322;-0.850;0.293
1873;8;-0.624;0.479;-1.010;0.441;-1.055;0.457;-0.843;0.325;-0.849;0.295
1873;9;-0.998;0.582;-1.074;0.450;-1.074;0.461;-0.835;0.329;-0.849;0.295
1873;10;-1.313;0.879;-1.074;0.452;-1.082;0.462;-0.829;0.329;-0.849;0.296
1873;11;-1.479;0.751;-1.054;0.464;-1.086;0.459;-0.819;0.328;-0.849;0.296
1873;12;-1.204;1.135;-1.044;0.460;-1.088;0.465;-0.814;0.325;-0.849;0.296
1874;1;-0.787;1.178;-1.070;0.481;-1.091;0.467;-0.820;0.326;-0.847;0.295
1874;2;-0.865;1.110;-1.091;0.487;-1.090;0.466;-0.829;0.330;-0.850;0.295
1874;3;-1.760;0.989;-1.064;0.486;-1.078;0.463;-0.827;0.330;-0.851;0.292
1874;4;-1.345;0.787;-0.997;0.486;-1.078;0.458;-0.822;0.331;-0.853;0.291
1874;5;-0.753;0.679;-1.013;0.540;-1.079;0.456;-0.822;0.335;-0.855;0.291
1874;6;-0.765;0.578;-0.967;0.531;-1.060;0.443;-0.822;0.337;-0.860;0.290
1874;7;-0.943;0.718;-1.094;0.517;-1.072;0.440;-0.821;0.338;-0.859;0.291
1874;8;-0.877;0.553;-1.143;0.498;-1.054;0.442;-0.823;0.338;-0.859;0.291
1874;9;-0.675;0.526;-1.137;0.495;-1.047;0.438;-0.821;0.340;-0.860;0.292
1874;10;-0.510;0.760;-1.116;0.526;-1.041;0.434;-0.811;0.338;-0.858;0.289
1874;11;-1.669;1.176;-1.129;0.527;-1.041;0.431;-0.811;0.337;-0.859;0.285
1874;12;-0.649;0.994;-1.135;0.532;-1.055;0.434;-0.823;0.340;-0.859;0.284
1875;1;-2.319;1.004;-1.111;0.510;-1.051;0.435;-0.819;0.340;-0.863;0.283
1875;2;-1.457;0.770;-1.103;0.524;-1.047;0.433;-0.818;0.342;-0.864;0.283
1875;3;-1.679;0.862;-1.136;0.539;-1.051;0.429;-0.815;0.343;-0.865;0.282
1875;4;-1.100;0.939;-1.179;0.501;-1.056;0.419;-0.820;0.342;-0.865;0.283
1875;5;-0.906;0.645;-1.220;0.467;-1.034;0.405;-0.822;0.345;-0.866;0.283
1875;6;-0.839;0.666;-1.291;0.459;-0.987;0.397;-0.830;0.347;-0.868;0.284
1875;7;-0.658;0.497;-1.201;0.460;-0.975;0.395;-0.836;0.349;-0.870;0.285
1875;8;-0.780;0.641;-1.179;0.474;-0.931;0.390;-0.835;0.350;-0.870;0.285
1875;9;-1.063;0.695;-1.151;0.457;-0.899;0.391;-0.832;0.351;-0.873;0.287
1875;10;-1.025;0.499;-1.146;0.438;-0.864;0.394;-0.833;0.354;-0.874;0.286
1875;11;-2.159;0.609;-1.163;0.435;-0.853;0.401;-0.846;0.358;-0.877;0.284
1875;12;-1.508;1.066;-1.166;0.464;-0.839;0.405;-0.840;0.367;-0.871;0.281
1876;1;-1.239;1.069;-1.170;0.492;-0.830;0.413;-0.844;0.369;-0.875;0.279
1876;2;-1.193;1.047;-1.158;0.484;-0.821;0.420;-0.836;0.369;-0.878;0.277
1876;3;-1.336;0.909;-1.130;0.487;-0.811;0.426;-0.838;0.373;-0.877;0.275
1876;4;-1.043;0.740;-1.128;0.513;-0.790;0.428;-0.835;0.374;-0.878;0.275
1876;5;-1.113;0.634;-1.092;0.523;-0.762;0.430;-0.828;0.373;-0.878;0.275
1876;6;-0.873;1.006;-1.101;0.484;-0.753;0.426;-0.828;0.373;-0.878;0.277
1876;7;-0.702;0.749;-1.072;0.469;-0.748;0.423;-0.825;0.373;-0.878;0.277
1876;8;-0.644;0.547;-0.979;0.476;-0.743;0.425;-0.820;0.374;-0.878;0.277
1876;9;-0.720;0.773;-0.976;0.491;-0.724;0.424;-0.813;0.372;-0.879;0.277
1876;10;-1.003;0.667;-0.937;0.486;-0.708;0.423;-0.811;0.371;-0.880;0.276
1876;11;-1.729;0.768;-0.888;0.482;-0.704;0.418;-0.804;0.374;-0.883;0.274
1876;12;-1.618;0.877;-0.899;0.476;-0.699;0.413;-0.790;0.370;-0.878;0.271
1877;1;-0.884;0.866;-0.875;0.483;-0.693;0.411;-0.792;0.366;-0.878;0.269
1877;2;-0.078;0.937;-0.867;0.525;-0.688;0.409;-0.790;0.366;-0.882;0.268
1877;3;-1.302;0.808;-0.870;0.516;-0.689;0.407;-0.785;0.364;-0.880;0.266
1877;4;-0.574;0.753;-0.868;0.517;-0.693;0.404;-0.785;0.361;-0.880;0.264
1877;5;-0.523;0.711;-0.706;0.496;-0.687;0.396;-0.786;0.360;-0.877;0.264
1877;6;-1.007;0.978;-0.488;0.506;-0.716;0.395;-0.789;0.358;-0.881;0.263
1877;7;-0.415;0.863;-0.441;0.509;-0.685;0.398;-0.789;0.356;-0.881;0.263
1877;8;-0.545;1.024;-0.343;0.497;-0.678;0.398;-0.786;0.354;-0.883;0.263
1877;9;-0.768;0.669;-0.156;0.501;-0.671;0.396;-0.785;0.352;-0.883;0.262
1877;10;-0.976;0.663;-0.048;0.507;-0.674;0.389;-0.786;0.347;-0.886;0.260
1877;11;0.218;0.591;-0.032;0.526;-0.668;0.388;-0.786;0.340;-0.881;0.258
1877;12;0.998;0.817;0.049;0.528;-0.666;0.388;-0.782;0.339;-0.873;0.255
1878;1;-0.324;0.939;0.078;0.528;-0.665;0.393;-0.788;0.340;-0.871;0.254
1878;2;1.100;0.804;0.114;0.512;-0.663;0.392;-0.790;0.337;-0.868;0.253
1878;3;0.945;0.793;0.144;0.521;-0.652;0.394;-0.791;0.336;-0.872;0.253
1878;4;0.718;0.762;0.222;0.521;-0.647;0.398;-0.785;0.340;-0.869;0.252
1878;5;-0.325;0.867;0.220;0.540;-0.636;0.404;-0.782;0.344;-0.870;0.251
1878;6;-0.032;0.915;0.081;0.544;-0.629;0.409;-0.776;0.344;-0.871;0.251
1878;7;-0.079;0.819;0.067;0.542;-0.629;0.405;-0.776;0.346;-0.874;0.251
1878;8;-0.103;0.769;-0.072;0.536;-0.617;0.402;-0.777;0.348;-0.876;0.250
1878;9;-0.406;0.750;-0.201;0.522;-0.603;0.403;-0.775;0.348;-0.874;0.250
1878;10;-0.043;0.722;-0.291;0.507;-0.588;0.401;-0.771;0.349;-0.874;0.249
1878;11;0.194;0.592;-0.311;0.456;-0.571;0.402;-0.768;0.351;-0.872;0.247
1878;12;-0.676;0.787;-0.343;0.401;-0.568;0.391;-0.768;0.351;-0.870;0.246
1879;1;-0.492;0.901;-0.388;0.373;-0.558;0.388;-0.773;0.347;-0.876;0.245
1879;2;-0.562;0.750;-0.424;0.350;-0.550;0.390;-0.776;0.347;-0.879;0.245
1879;3;-0.607;0.798;-0.453;0.327;-0.547;0.386;-0.776;0.347;-0.876;0.245
1879;4;-0.362;0.650;-0.513;0.325;-0.543;0.385;-0.777;0.347;-0.873;0.245
1879;5;-0.561;0.627;-0.637;0.324;-0.530;0.385;-0.783;0.347;-0.872;0.245
1879;6;-0.418;0.396;-0.779;0.331;-0.519;0.387;-0.786;0.347;-0.872;0.247
1879;7;-0.619;0.521;-0.778;0.334;-0.512;0.381;-0.787;0.345;-0.870;0.248
1879;8;-0.538;0.568;-0.816;0.317;-0.526;0.375;-0.787;0.345;-0.871;0.247
1879;9;-0.748;0.476;-0.873;0.311;-0.524;0.370;-0.790;0.344;-0.871;0.247
1879;10;-0.773;0.591;-0.949;0.299;-0.529;0.369;-0.794;0.339;-0.867;0.246
1879;11;-1.287;0.579;-0.947;0.321;-0.530;0.369;-0.792;0.334;-0.866;0.244
1879;12;-2.383;0.787;-0.972;0.348;-0.522;0.361;-0.796;0.335;-0.865;0.243
1880;1;-0.474;0.885;-0.969;0.360;-0.527;0.354;-0.792;0.335;-0.868;0.243
1880;2;-1.022;0.837;-0.981;0.361;-0.525;0.349;-0.790;0.335;-0.869;0.244
1880;3;-1.296;0.753;-0.951;0.378;-0.520;0.350;-0.787;0.333;-0.869;0.245
1880;4;-1.263;0.666;-0.948;0.375;-0.516;0.347;-0.784;0.332;-0.869;0.246
1880;5;-0.541;0.560;-0.966;0.401;-0.539;0.346;-0.787;0.333;-0.875;0.248
1880;6;-0.716;0.527;-0.859;0.439;-0.578;0.348;-0.789;0.333;-0.880;0.249
1880;7;-0.584;0.612;-0.919;0.435;-0.601;0.351;-0.790;0.333;-0.884;0.250
1880;8;-0.679;0.511;-0.876;0.440;-0.648;0.348;-0.792;0.332;-0.885;0.250
1880;9;-0.390;0.701;-0.808;0.453;-0.683;0.343;-0.792;0.330;-0.885;0.249
1880;10;-0.734;0.547;-0.713;0.467;-0.707;0.347;-0.791;0.330;-0.884;0.250
1880;11;-1.504;0.759;-0.677;0.477;-0.711;0.344;-0.783;0.332;-0.891;0.250
1880;12;-1.103;1.044;-0.676;0.464;-0.713;0.337;-0.771;0.326;-0.888;0.253
1881;1;-1.197;0.995;-0.638;0.458;-0.723;0.333;-0.771;0.322;-0.890;0.252
1881;2;-0.500;0.654;-0.592;0.476;-0.733;0.329;-0.774;0.321;-0.892;0.251
1881;3;-0.482;0.635;-0.607;0.460;-0.740;0.325;-0.776;0.320;-0.895;0.252
1881;4;-0.131;0.510;-0.606;0.462;-0.753;0.323;-0.775;0.319;-0.898;0.254
1881;5;-0.100;0.632;-0.560;0.446;-0.774;0.324;-0.775;0.318;-0.899;0.254
1881;6;-0.707;0.426;-0.548;0.396;-0.784;0.326;-0.776;0.314;-0.900;0.255
1881;7;-0.127;0.559;-0.488;0.396;-0.797;0.316;-0.774;0.311;-0.901;0.254
1881;8;-0.123;0.693;-0.521;0.392;-0.810;0.311;-0.775;0.309;-0.902;0.253
1881;9;-0.574;0.560;-0.581;0.375;-0.827;0.308;-0.776;0.305;-0.899;0.253
1881;10;-0.728;0.502;-0.646;0.383;-0.847;0.310;-0.776;0.302;-0.899;0.252
1881;11;-0.951;0.621;-0.685;0.374;-0.861;0.315;-0.774;0.300;-0.898;0.253
1881;12;-0.953;0.554;-0.671;0.379;-0.874;0.321;-0.763;0.299;-0.889;0.250
1882;1;-0.475;0.821;-0.719;0.375;-0.881;0.320;-0.772;0.298;-0.893;0.249
1882;2;-0.898;0.663;-0.742;0.389;-0.887;0.318;-0.784;0.295;-0.892;0.249
1882;3;-1.197;0.575;-0.736;0.403;-0.891;0.318;-0.785;0.291;-0.890;0.248
1882;4;-0.911;0.654;-0.737;0.404;-0.895;0.310;-0.789;0.286;-0.891;0.248
1882;5;-0.576;0.660;-0.752;0.348;-0.898;0.308;-0.792;0.284;-0.894;0.248
1882;6;-0.533;0.453;-0.783;0.368;-0.876;0.312;-0.793;0.279;-0.896;0.248
1882;7;-0.706;0.577;-0.887;0.385;-0.900;0.309;-0.792;0.276;-0.896;0.247
1882;8;-0.397;0.784;-0.957;0.397;-0.903;0.308;-0.795;0.271;-0.896;0.245
1882;9;-0.501;0.613;-0.955;0.389;-0.903;0.307;-0.794;0.270;-0.898;0.244
1882;10;-0.738;0.560;-0.934;0.395;-0.894;0.312;-0.794;0.266;-0.896;0.241
1882;11;-1.143;0.698;-0.935;0.394;-0.905;0.314;-0.804;0.268;-0.898;0.239
1882;12;-1.323;0.670;-0.902;0.393;-0.911;0.313;-0.823;0.266;-0.896;0.239
1883;1;-1.715;0.716;-0.903;0.390;-0.915;0.309;-0.833;0.264;-0.902;0.238
1883;2;-1.747;0.554;-0.926;0.364;-0.921;0.308;-0.851;0.262;-0.904;0.237
1883;3;-1.163;0.531;-0.953;0.346;-0.933;0.304;-0.871;0.261;-0.902;0.237
1883;4;-0.669;0.811;-0.959;0.344;-0.934;0.303;-0.884;0.260;-0.900;0.237
1883;5;-0.588;0.632;-0.954;0.379;-0.930;0.300;-0.890;0.257;-0.900;0.238
1883;6;-0.137;0.541;-0.948;0.380;-0.913;0.282;-0.898;0.254;-0.900;0.238
1883;7;-0.710;0.617;-0.914;0.327;-0.914;0.282;-0.903;0.252;-0.899;0.239
1883;8;-0.674;0.566;-0.878;0.333;-0.931;0.281;-0.910;0.248;-0.900;0.240
1883;9;-0.832;0.426;-0.920;0.335;-0.948;0.277;-0.914;0.246;-0.898;0.240
1883;10;-0.804;0.444;-0.993;0.308;-0.963;0.277;-0.918;0.242;-0.895;0.240
1883;11;-1.090;0.565;-1.060;0.291;-0.979;0.274;-0.925;0.242;-0.892;0.241
1883;12;-1.248;0.618;-1.148;0.295;-0.983;0.277;-0.926;0.241;-0.892;0.240
1884;1;-1.300;0.913;-1.177;0.287;-0.989;0.275;-0.932;0.239;-0.895;0.239
1884;2;-1.316;0.523;-1.193;0.285;-1.000;0.270;-0.930;0.237;-0.894;0.239
1884;3;-1.672;0.753;-1.211;0.294;-1.004;0.265;-0.926;0.236;-0.889;0.240
1884;4;-1.547;0.739;-1.224;0.288;-1.010;0.260;-0.923;0.236;-0.888;0.241
1884;5;-1.387;0.512;-1.255;0.273;-1.018;0.256;-0.922;0.240;-0.888;0.240
1884;6;-1.200;0.678;-1.243;0.272;-1.007;0.247;-0.923;0.241;-0.888;0.240
1884;7;-1.047;0.422;-1.292;0.313;-1.033;0.250;-0.919;0.240;-0.887;0.240
1884;8;-0.870;0.510;-1.282;0.319;-1.043;0.250;-0.919;0.239;-0.886;0.240
1884;9;-1.043;0.409;-1.250;0.310;-1.046;0.245;-0.920;0.237;-0.886;0.239
1884;10;-0.969;0.347;-1.185;0.290;-1.048;0.238;-0.922;0.234;-0.887;0.238
1884;11;-1.463;0.472;-1.169;0.317;-1.053;0.234;-0.922;0.232;-0.884;0.236
1884;12;-1.106;0.601;-1.158;0.300;-1.063;0.232;-0.908;0.232;-0.884;0.235
1885;1;-1.883;0.679;-1.139;0.301;-1.057;0.230;-0.917;0.231;-0.880;0.235
1885;2;-1.194;0.700;-1.151;0.311;-1.065;0.224;-0.920;0.232;-0.881;0.235
1885;3;-1.284;0.667;-1.156;0.307;-1.069;0.221;-0.922;0.233;-0.878;0.235
1885;4;-0.766;0.604;-1.146;0.330;-1.072;0.216;-0.918;0.235;-0.876;0.234
1885;5;-1.199;0.661;-1.127;0.341;-1.069;0.222;-0.927;0.235;-0.875;0.234
1885;6;-1.069;0.457;-1.041;0.275;-1.068;0.216;-0.930;0.233;-0.875;0.233
1885;7;-0.821;0.502;-0.987;0.263;-1.065;0.210;-0.931;0.231;-0.874;0.233
1885;8;-1.018;0.706;-1.018;0.278;-1.053;0.207;-0.935;0.229;-0.875;0.232
1885;9;-1.104;0.394;-1.036;0.271;-1.058;0.207;-0.939;0.226;-0.873;0.232
1885;10;-0.845;0.520;-1.059;0.262;-1.061;0.202;-0.935;0.225;-0.872;0.232
1885;11;-1.235;0.549;-1.044;0.244;-1.068;0.201;-0.937;0.223;-0.865;0.232
1885;12;-0.073;1.138;-1.036;0.256;-1.083;0.201;-0.936;0.218;-0.862;0.231
1886;1;-1.241;0.683;-1.006;0.258;-1.084;0.201;-0.936;0.218;-0.859;0.230
1886;2;-1.561;0.611;-0.987;0.244;-1.087;0.198;-0.949;0.216;-0.858;0.229
1886;3;-1.504;0.533;-0.965;0.227;-1.087;0.199;-0.952;0.214;-0.858;0.228
1886;4;-1.041;0.490;-0.984;0.218;-1.084;0.196;-0.961;0.214;-0.859;0.227
1886;5;-1.020;0.457;-1.000;0.207;-1.076;0.195;-0.969;0.212;-0.858;0.227
1886;6;-0.967;0.531;-1.018;0.221;-1.068;0.192;-0.971;0.212;-0.857;0.225
1886;7;-0.466;0.417;-1.085;0.232;-1.066;0.204;-0.978;0.209;-0.856;0.223
1886;8;-0.789;0.350;-1.080;0.223;-1.050;0.205;-0.984;0.207;-0.857;0.222
1886;9;-0.835;0.375;-1.069;0.222;-1.025;0.202;-0.985;0.205;-0.857;0.220
1886;10;-1.082;0.305;-1.068;0.204;-0.999;0.197;-0.987;0.203;-0.854;0.219
1886;11;-1.418;0.413;-1.059;0.199;-0.984;0.200;-0.991;0.201;-0.851;0.218
1886;12;-0.295;1.221;-1.072;0.207;-0.972;0.198;-0.988;0.200;-0.847;0.218
1887;1;-2.047;0.738;-1.061;0.195;-0.957;0.196;-0.994;0.201;-0.846;0.217
1887;2;-1.498;0.418;-1.067;0.196;-0.952;0.193;-0.994;0.203;-0.851;0.215
1887;3;-1.376;0.566;-1.058;0.197;-0.948;0.191;-0.996;0.203;-0.851;0.213
1887;4;-1.018;0.448;-1.049;0.197;-0.949;0.193;-0.998;0.202;-0.852;0.212
1887;5;-0.914;0.523;-1.010;0.195;-0.946;0.189;-1.002;0.202;-0.851;0.212
1887;6;-1.128;0.344;-1.088;0.254;-0.939;0.187;-1.004;0.201;-0.849;0.210
1887;7;-0.331;0.428;-1.045;0.239;-0.934;0.190;-1.003;0.201;-0.848;0.208
1887;8;-0.860;0.428;-1.009;0.236;-0.937;0.191;-1.007;0.198;-0.849;0.205
1887;9;-0.726;0.401;-1.016;0.231;-0.941;0.191;-1.010;0.196;-0.848;0.204
1887;10;-0.975;0.292;-1.001;0.269;-0.942;0.190;-1.006;0.195;-0.845;0.203
1887;11;-0.957;0.581;-1.009;0.274;-0.949;0.187;-1.010;0.199;-0.850;0.204
1887;12;-1.229;1.052;-1.002;0.287;-0.948;0.186;-1.009;0.198;-0.856;0.204
1888;1;-1.527;0.504;-1.035;0.292;-0.948;0.185;-1.016;0.196;-0.855;0.204
1888;2;-1.063;0.599;-1.036;0.286;-0.949;0.182;-1.018;0.196;-0.865;0.203
1888;3;-1.464;0.493;-1.047;0.288;-0.946;0.180;-1.014;0.197;-0.878;0.202
1888;4;-0.838;0.543;-1.015;0.286;-0.936;0.178;-1.015;0.195;-0.885;0.202
1888;5;-1.014;0.440;-0.987;0.259;-0.944;0.177;-1.019;0.194;-0.888;0.201
1888;6;-1.043;0.507;-0.949;0.221;-0.959;0.186;-1.024;0.194;-0.890;0.199
1888;7;-0.726;0.377;-0.921;0.242;-0.958;0.183;-1.022;0.195;-0.892;0.197
1888;8;-0.871;0.390;-0.864;0.250;-0.966;0.179;-1.022;0.194;-0.894;0.195
1888;9;-0.857;0.430;-0.753;0.265;-0.955;0.180;-1.021;0.194;-0.895;0.194
1888;10;-0.589;0.330;-0.681;0.272;-0.958;0.182;-1.019;0.194;-0.899;0.194
1888;11;-0.627;0.416;-0.639;0.278;-0.959;0.182;-1.017;0.194;-0.904;0.193
1888;12;-0.770;0.477;-0.590;0.268;-0.960;0.181;-1.016;0.193;-0.903;0.194
1889;1;-1.187;0.761;-0.544;0.267;-0.967;0.180;-1.016;0.196;-0.903;0.193
1889;2;-0.377;0.679;-0.520;0.273;-0.969;0.180;-1.011;0.197;-0.905;0.192
1889;3;-0.142;0.576;-0.513;0.262;-0.966;0.182;-1.003;0.195;-0.907;0.190
1889;4;0.027;0.388;-0.550;0.272;-0.965;0.183;-0.998;0.193;-0.907;0.190
1889;5;-0.511;0.466;-0.604;0.263;-0.964;0.182;-0.993;0.194;-0.907;0.191
1889;6;-0.448;0.391;-0.600;0.271;-0.969;0.188;-0.990;0.193;-0.909;0.192
1889;7;-0.178;0.382;-0.630;0.253;-0.955;0.186;-0.987;0.193;-0.909;0.191
1889;8;-0.575;0.438;-0.713;0.253;-0.945;0.186;-0.985;0.192;-0.909;0.190
1889;9;-0.783;0.312;-0.832;0.248;-0.945;0.190;-0.983;0.191;-0.908;0.190
1889;10;-1.034;0.379;-0.899;0.242;-0.948;0.194;-0.980;0.193;-0.905;0.189
1889;11;-1.269;0.503;-0.994;0.244;-0.950;0.195;-0.976;0.191;-0.898;0.189
1889;12;-0.728;0.480;-1.040;0.235;-0.944;0.196;-0.972;0.190;-0.892;0.189
1890;1;-1.545;0.630;-1.093;0.242;-0.950;0.199;-0.968;0.190;-0.896;0.188
1890;2;-1.371;0.576;-1.137;0.239;-0.949;0.200;-0.972;0.189;-0.893;0.187
1890;3;-1.566;0.562;-1.146;0.235;-0.952;0.199;-0.970;0.188;-0.888;0.187
1890;4;-0.781;0.443;-1.083;0.244;-0.940;0.202;-0.967;0.187;-0.884;0.188
1890;5;-1.655;0.547;-1.118;0.259;-0.951;0.202;-0.964;0.186;-0.884;0.188
1890;6;-0.998;0.286;-1.140;0.257;-0.951;0.202;-0.961;0.186;-0.883;0.187
1890;7;-0.811;0.400;-1.111;0.234;-0.967;0.205;-0.959;0.185;-0.882;0.187
1890;8;-1.101;0.403;-1.166;0.221;-0.982;0.207;-0.957;0.184;-0.880;0.186
1890;9;-0.891;0.396;-1.104;0.215;-0.969;0.210;-0.954;0.184;-0.881;0.186
1890;10;-0.284;0.349;-1.141;0.218;-0.969;0.209;-0.953;0.184;-0.877;0.186
1890;11;-1.681;0.441;-1.095;0.221;-0.969;0.209;-0.948;0.182;-0.873;0.186
1890;12;-0.994;0.458;-1.095;0.224;-0.965;0.207;-0.952;0.187;-0.869;0.185
1891;1;-1.199;0.512;-1.102;0.222;-0.959;0.208;-0.947;0.186;-0.867;0.186
1891;2;-2.027;0.482;-1.084;0.233;-0.958;0.208;-0.941;0.184;-0.866;0.186
1891;3;-0.831;0.585;-1.067;0.232;-0.955;0.206;-0.941;0.184;-0.864;0.185
1891;4;-1.225;0.407;-1.125;0.226;-0.955;0.208;-0.942;0.182;-0.865;0.184
1891;5;-1.101;0.357;-1.101;0.219;-0.957;0.208;-0.941;0.183;-0.867;0.184
1891;6;-0.998;0.384;-1.068;0.211;-0.965;0.209;-0.939;0.182;-0.866;0.184
1891;7;-0.885;0.395;-1.070;0.221;-0.967;0.201;-0.939;0.181;-0.867;0.184
1891;8;-0.889;0.383;-0.973;0.228;-0.972;0.200;-0.938;0.181;-0.869;0.183
1891;9;-0.691;0.304;-1.020;0.221;-0.981;0.200;-0.938;0.183;-0.869;0.183
1891;10;-0.980;0.364;-1.018;0.222;-0.997;0.199;-0.931;0.184;-0.868;0.182
1891;11;-1.395;0.370;-1.012;0.231;-1.002;0.200;-0.928;0.182;-0.867;0.182
1891;12;-0.591;0.387;-0.992;0.225;-1.009;0.200;-0.931;0.185;-0.866;0.182
1892;1;-1.230;0.479;-0.975;0.242;-1.016;0.201;-0.920;0.182;-0.865;0.182
1892;2;-0.863;0.455;-0.969;0.249;-1.018;0.203;-0.917;0.181;-0.862;0.183
1892;3;-1.395;0.460;-0.987;0.247;-1.018;0.203;-0.918;0.181;-0.860;0.182
1892;4;-1.195;0.473;-0.926;0.262;-1.010;0.204;-0.915;0.183;-0.860;0.181
1892;5;-1.029;0.446;-0.947;0.271;-1.006;0.205;-0.911;0.182;-0.862;0.181
1892;6;-0.762;0.382;-0.997;0.281;-1.004;0.204;-0.904;0.182;-0.862;0.180
1892;7;-0.674;0.484;-1.102;0.280;-1.003;0.200;-0.904;0.181;-0.862;0.179
1892;8;-0.817;0.462;-1.193;0.278;-1.008;0.197;-0.902;0.180;-0.863;0.178
1892;9;-0.911;0.321;-1.137;0.276;-0.998;0.194;-0.901;0.178;-0.865;0.177
1892;10;-0.252;0.388;-1.106;0.267;-0.993;0.193;-0.896;0.179;-0.865;0.176
1892;11;-1.639;0.472;-1.105;0.264;-0.979;0.194;-0.895;0.180;-0.865;0.178
1892;12;-1.194;0.468;-1.106;0.259;-0.974;0.194;-0.889;0.179;-0.865;0.177
1893;1;-2.493;0.498;-1.084;0.259;-0.970;0.194;-0.877;0.180;-0.859;0.176
1893;2;-1.956;0.410;-1.079;0.247;-0.966;0.196;-0.879;0.180;-0.852;0.175
1893;3;-0.721;0.432;-1.064;0.246;-0.962;0.198;-0.885;0.182;-0.850;0.175
1893;4;-0.826;0.329;-1.088;0.240;-0.969;0.199;-0.887;0.182;-0.850;0.174
1893;5;-1.020;0.398;-1.017;0.236;-0.951;0.197;-0.886;0.182;-0.851;0.174
1893;6;-0.773;0.368;-1.018;0.219;-0.945;0.197;-0.882;0.181;-0.854;0.174
1893;7;-0.404;0.509;-0.919;0.215;-0.935;0.197;-0.882;0.180;-0.854;0.174
1893;8;-0.759;0.486;-0.817;0.217;-0.916;0.197;-0.879;0.180;-0.854;0.174
1893;9;-0.727;0.285;-0.814;0.223;-0.926;0.195;-0.877;0.178;-0.854;0.174
1893;10;-0.548;0.273;-0.820;0.227;-0.927;0.190;-0.879;0.179;-0.853;0.174
1893;11;-0.785;0.294;-0.801;0.229;-0.923;0.192;-0.882;0.179;-0.852;0.174
1893;12;-1.206;0.324;-0.813;0.223;-0.919;0.190;-0.881;0.180;-0.851;0.175
1894;1;-1.307;0.402;-0.828;0.212;-0.912;0.190;-0.875;0.177;-0.849;0.177
1894;2;-0.721;0.410;-0.823;0.215;-0.908;0.190;-0.881;0.176;-0.849;0.177
1894;3;-0.686;0.444;-0.825;0.213;-0.909;0.190;-0.888;0.175;-0.846;0.175
1894;4;-0.897;0.444;-0.827;0.209;-0.897;0.192;-0.892;0.175;-0.843;0.174
1894;5;-0.796;0.407;-0.849;0.203;-0.891;0.190;-0.892;0.174;-0.841;0.174
1894;6;-0.914;0.325;-0.798;0.210;-0.892;0.190;-0.895;0.173;-0.839;0.174
1894;7;-0.591;0.428;-0.810;0.222;-0.885;0.186;-0.899;0.173;-0.838;0.174
1894;8;-0.696;0.463;-0.890;0.218;-0.889;0.184;-0.899;0.173;-0.837;0.173
1894;9;-0.751;0.314;-0.916;0.210;-0.891;0.181;-0.896;0.173;-0.837;0.173
1894;10;-0.576;0.259;-0.882;0.212;-0.881;0.180;-0.889;0.174;-0.835;0.174
1894;11;-1.040;0.297;-0.882;0.206;-0.871;0.177;-0.875;0.175;-0.830;0.174
1894;12;-0.598;0.531;-0.862;0.205;-0.865;0.175;-0.877;0.174;-0.827;0.173
1895;1;-1.448;0.510;-0.861;0.209;-0.859;0.171;-0.875;0.172;-0.822;0.173
1895;2;-1.682;0.426;-0.874;0.216;-0.856;0.168;-0.866;0.170;-0.823;0.173
1895;3;-1.003;0.373;-0.868;0.222;-0.851;0.166;-0.854;0.169;-0.820;0.173
1895;4;-0.482;0.366;-0.877;0.235;-0.852;0.165;-0.851;0.168;-0.821;0.172
1895;5;-0.804;0.363;-0.842;0.235;-0.839;0.166;-0.840;0.168;-0.818;0.171
1895;6;-0.667;0.373;-0.843;0.231;-0.827;0.164;-0.836;0.168;-0.816;0.170
1895;7;-0.590;0.503;-0.774;0.226;-0.788;0.164;-0.833;0.168;-0.815;0.170
1895;8;-0.846;0.503;-0.709;0.214;-0.776;0.161;-0.826;0.169;-0.813;0.168
1895;9;-0.682;0.396;-0.743;0.219;-0.800;0.161;-0.823;0.170;-0.810;0.168
1895;10;-0.678;0.376;-0.807;0.209;-0.804;0.163;-0.819;0.170;-0.808;0.167
1895;11;-0.629;0.380;-0.814;0.215;-0.803;0.163;-0.809;0.170;-0.804;0.166
